Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,334.000000,334.899994,331.500000,332.575012,316.414398,2246218
2014-01-02,332.500000,337.375000,326.774994,328.500000,312.537445,3614496
2014-01-03,326.000000,333.000000,325.000000,331.549988,315.439240,3256592
2014-01-06,331.500000,331.500000,328.500000,330.850006,314.773254,2981710
2014-01-07,333.549988,335.475006,326.649994,332.200012,316.057648,3948460
2014-01-08,332.600006,333.475006,330.000000,332.350006,316.200409,2324740
2014-01-09,331.600006,333.024994,328.549988,331.475006,315.367889,1888736
2014-01-10,331.475006,337.350006,328.149994,331.024994,314.939728,3075254
2014-01-13,330.049988,338.475006,328.450012,336.424988,320.077332,2376290
2014-01-14,334.524994,338.000000,334.149994,336.149994,319.815674,1788560
2014-01-15,336.500000,341.350006,334.799988,340.274994,323.740295,2313920
2014-01-16,342.200012,342.500000,335.174988,336.524994,320.172485,2250588
2014-01-17,337.500000,337.500000,329.524994,332.500000,316.343048,21687428
2014-01-20,334.049988,338.350006,333.200012,335.024994,318.745361,2800184
2014-01-21,336.475006,339.399994,335.000000,338.049988,321.623322,3125962
2014-01-22,337.750000,342.350006,337.325012,338.549988,322.099121,3516668
2014-01-23,337.500000,340.549988,336.375000,339.750000,323.240784,2741370
2014-01-24,335.000000,337.475006,331.850006,336.700012,320.339020,4421450
2014-01-27,332.450012,332.450012,322.799988,324.600006,308.826996,8530224
2014-01-28,324.000000,328.000000,319.299988,322.225006,306.567352,9197712
2014-01-29,323.750000,325.450012,320.274994,322.725006,307.043060,5485462
2014-01-30,318.750000,319.950012,313.825012,315.899994,300.549713,5712730
2014-01-31,315.000000,318.149994,312.549988,314.250000,298.979858,4810492
2014-02-03,314.975006,317.000000,312.549988,313.250000,298.028442,2388410
2014-02-04,310.825012,317.750000,308.399994,315.299988,299.978882,3704652
2014-02-05,315.500000,319.899994,312.549988,318.725006,303.237427,3452692
2014-02-06,319.375000,324.799988,314.750000,323.500000,307.780396,6733472
2014-02-07,326.200012,327.250000,321.049988,323.875000,308.137146,2014734
2014-02-10,323.825012,325.075012,318.000000,321.950012,306.305695,3140410
2014-02-11,323.000000,323.575012,319.649994,322.399994,306.733856,2232428
2014-02-12,323.299988,326.399994,321.825012,322.725006,307.043060,3218480
2014-02-13,323.000000,324.000000,315.625000,316.250000,300.882751,1577600
2014-02-14,317.000000,321.924988,314.674988,320.899994,305.306763,2124556
2014-02-17,321.000000,326.000000,320.549988,325.200012,309.397827,1825060
2014-02-18,324.250000,332.200012,323.700012,330.200012,314.154846,2509836
2014-02-19,328.100006,336.125000,327.500000,335.024994,318.745361,2030474
2014-02-20,332.899994,333.725006,330.424988,331.375000,315.272797,1724218
2014-02-21,329.924988,334.799988,329.850006,332.200012,316.057648,1521936
2014-02-24,331.049988,336.500000,327.875000,335.500000,319.197266,2509492
2014-02-25,337.000000,338.000000,333.000000,335.549988,319.244873,2010280
2014-02-26,335.000000,339.600006,334.274994,338.700012,322.241791,2275670
2014-02-28,341.000000,341.450012,332.575012,334.799988,318.531342,2451792
2014-03-03,332.600006,336.000000,331.600006,333.100006,316.913940,1839216
2014-03-04,333.000000,336.924988,332.125000,335.850006,319.530273,3221934
2014-03-05,336.750000,337.500000,331.250000,334.875000,318.602692,2003492
