Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,404.913086,406.627991,403.626892,405.770538,338.857849,1252610
2014-01-02,405.865814,414.916809,397.291168,399.387207,333.527161,4198711
2014-01-03,396.814819,399.577759,389.669281,393.003876,328.196442,3341710
2014-01-06,391.527130,396.052612,385.477234,389.002380,324.854828,2838784
2014-01-07,390.526764,392.432220,373.996765,376.045166,314.034241,4093901
2014-01-08,375.997528,378.474640,371.186188,373.853851,312.204315,4766279
2014-01-09,375.711700,380.427734,369.280731,372.329468,310.931305,4186074
2014-01-10,374.234955,374.616058,365.374512,366.327240,305.918854,3427618
2014-01-13,367.041779,370.805115,363.707214,367.708710,307.072540,2884542
2014-01-14,366.803619,370.614563,355.656586,356.656952,297.843231,3826637
2014-01-15,358.228973,362.039917,354.989685,357.276245,298.360413,3472032
2014-01-16,358.705353,366.327240,358.086060,363.087921,303.213715,3824923
2014-01-17,362.992645,367.470520,357.419159,359.800995,300.468811,3606838
2014-01-20,359.658081,361.325378,352.607819,356.847504,298.002350,3448153
2014-01-21,358.228973,367.756348,358.228973,365.469788,305.202728,4295527
2014-01-22,366.136688,375.378235,366.136688,374.663696,312.880646,4862976
2014-01-23,374.282593,374.425507,368.804352,370.852722,309.698059,2620911
2014-01-24,366.898865,367.756348,356.752228,358.228973,299.156006,3129253
2014-01-27,351.940918,352.179108,335.363312,336.840027,281.294189,4632135
2014-01-28,337.268768,351.464539,335.839661,349.320892,291.716919,5091163
2014-01-29,351.083466,351.893280,339.412415,341.079712,284.834717,4764132
2014-01-30,336.316040,337.268768,325.073730,330.170868,275.724792,5896571
2014-01-31,331.933441,340.984436,331.123627,339.221893,283.283264,5454385
2014-02-03,338.126221,338.126221,325.883575,326.883942,272.979889,3735595
2014-02-04,322.072632,330.456696,320.167145,326.741028,272.860504,7632242
2014-02-05,328.551239,343.842651,327.789032,342.413544,285.948578,4993622
2014-02-06,344.795380,349.844879,339.412415,344.176117,287.420502,6791703
2014-02-07,345.462311,368.709076,345.462311,366.279602,305.879089,12302521
2014-02-10,368.613800,374.616058,362.563934,364.421753,304.327667,6553343
2014-02-11,368.709076,374.425507,367.089417,371.329102,310.095917,4485589
2014-02-12,367.327606,368.613800,355.132568,356.656952,297.843231,9844886
2014-02-13,358.228973,360.896637,347.939423,350.083069,292.353394,6143234
2014-02-14,351.464539,354.799133,342.461182,353.274750,295.018768,6336995
2014-02-17,353.894012,357.657349,349.177979,356.371155,297.604584,3601586
2014-02-18,356.275879,363.850128,354.513306,361.706451,302.060059,3785333
2014-02-19,361.897003,361.944641,353.608215,356.180603,297.445435,3324239
2014-02-20,351.702728,352.322021,346.796143,349.416168,291.796509,4491643
2014-02-21,349.416168,357.990784,349.416168,356.704590,297.882996,3340195
2014-02-24,356.132965,356.132965,348.987427,351.750366,293.745758,3436203
2014-02-25,352.131470,354.465668,342.604095,343.509186,286.863556,4604054
2014-02-26,343.985565,345.700500,331.933441,332.790894,277.912781,10593772
2014-02-28,334.410553,337.840424,324.597382,327.550842,273.536804,10385094
2014-03-03,327.741394,332.981445,324.597382,328.979950,274.730225,5977580
2014-03-04,330.123260,335.839661,329.027588,335.125122,279.862061,5988502
2014-03-05,338.030945,342.794647,335.125122,339.126617,283.203644,6971386
2014-03-06,341.079712,348.129974,339.174255,346.986694,289.767639,5983694
2014-03-07,350.797638,355.751862,347.320129,353.560577,295.257477,6631055
2014-03-10,350.845276,353.274750,345.319397,346.939056,289.727875,5204166
2014-03-11,346.939056,347.177246,326.169403,327.503235,273.497040,9601466
2014-03-12,324.883209,332.171631,321.405701,323.549377,270.195190,9170252
2014-03-13,325.835938,331.457062,318.452209,320.929352,268.007202,5845720
2014-03-14,318.214050,326.598114,316.308563,325.550110,271.866028,6465472
2014-03-18,329.646881,331.552338,323.072998,324.597382,271.070374,4359900
2014-03-19,327.169769,342.365906,324.121002,339.745880,283.720856,10049017
2014-03-20,340.317535,342.842285,331.218903,333.410187,278.429901,5321463
2014-03-21,334.601105,347.748871,334.601105,345.700500,288.693481,8557884
2014-03-22,null,null,null,null,null,null
2014-03-24,347.558319,349.654358,339.317169,345.938660,288.892426,5857919
2014-03-25,345.081207,354.084564,344.461945,349.749634,292.074921,5540819
2014-03-26,353.846375,358.228973,352.798370,357.085693,298.201263,5864234
2014-03-27,357.276245,361.515930,355.608948,357.657349,298.678650,6026122
2014-03-28,360.896637,365.612671,358.228973,363.469025,303.531952,3944668
2014-03-31,366.470154,377.617157,364.898132,375.330597,313.437592,7388876
2014-04-01,377.283722,384.286316,368.232697,382.190308,319.166077,8786126
2014-04-02,383.428864,385.858337,380.189545,384.381592,320.995972,5628957
2014-04-03,384.333954,392.527496,375.140045,378.855713,316.381378,7398076
2014-04-04,380.999390,385.572510,376.712067,383.000122,319.842316,4814843
2014-04-07,383.524139,388.240173,379.379730,387.430359,323.542023,3876261
2014-04-09,390.622009,399.911194,388.716553,398.958466,333.169128,5243103
2014-04-10,399.101379,404.722534,391.765320,398.053375,332.413208,6189078
2014-04-11,395.862061,403.483978,391.574768,400.006470,334.044281,5507134
2014-04-15,399.720642,404.436707,388.430725,389.812195,325.531067,4891627
2014-04-16,391.098389,397.053009,385.620148,394.147156,329.151184,4278546
2014-04-17,392.575134,400.054108,391.860565,399.101379,333.288422,3443986
2014-04-21,399.673035,405.389435,397.815186,403.483978,336.948334,3972773
2014-04-22,403.865051,403.865051,398.339203,400.959229,334.839966,3429250
2014-04-23,401.102112,409.009827,400.339935,406.389801,339.375000,5336448
2014-04-24,406.389801,406.389801,406.389801,406.389801,339.375000,0
2014-04-25,406.389801,412.439697,402.388306,406.723267,339.653503,5028710
2014-04-28,404.913086,411.486969,404.055603,405.675262,338.778290,3526720
2014-04-29,404.913086,406.104004,384.905609,386.334717,322.627014,7200791
2014-04-30,387.763824,388.240173,374.663696,381.713928,318.768250,7456890
2014-05-02,383.952881,387.382721,369.757080,371.614929,310.334625,6146903
2014-05-05,371.948395,384.715057,370.471649,378.760437,316.301788,5504357
2014-05-06,380.523010,385.381958,379.808472,382.761932,319.643463,3868808
2014-05-07,382.190308,384.381592,377.426605,380.999390,318.171539,2763381
2014-05-08,382.237946,387.049255,379.570282,383.000122,319.842316,3465956
2014-05-09,381.094666,400.863953,380.237183,397.005371,331.538147,6801235
2014-05-12,397.243530,406.723267,396.433716,400.197021,334.203430,5507864
2014-05-13,404.103241,420.633240,401.340302,406.913818,339.812622,9371293
2014-05-14,409.629120,433.209351,409.581482,430.970428,359.902222,11398490
2014-05-15,435.305359,445.880737,429.446045,438.830505,366.466156,14979585
2014-05-16,450.644440,462.887085,407.009094,420.061584,350.792267,20487441
2014-05-19,423.967804,438.497040,415.012085,429.446045,358.629211,11512866
2014-05-20,432.066071,451.930634,432.066071,445.070923,371.677521,9550648
2014-05-21,445.833099,448.119690,435.591187,440.688324,368.017609,5758918
2014-05-22,443.022522,455.217560,442.974915,448.643677,374.661102,6104865
2014-05-23,449.691681,460.171783,447.166931,455.598663,380.469177,5976796
2014-05-26,459.314331,471.604645,431.208618,445.547302,372.075317,8144574
2014-05-27,444.308746,456.313202,439.735596,455.027008,379.991791,4986252
